"Целесообразность как первопринцип биологии представляется синтезом причинности и случайности – случайной причинностью или причинной случайностью – особой формой закономерности, отнятой, «отжатой» жизнью, живыми системами у случайности как дополнительная закономерность.",1
"Средние и верхние стеблевые листья на продолговато-ланцетном, белопленчато-окаймлеином влагалище 1-1.5 см дл.",0
Спайность совершенная (110).,0
Окраска красно-коричневая.,0
"Шесть внешних губных сенсилл в форме тонких, едва заметных щетинок, длиной около 1 мкм.",0
Со-дление живых взаимодействующих популяций удобно называть сосуществованием.,1
"Она определяется как «навыки, которые позволяют людям распознавать свои эмоции и управлять ими, успешно справляться с конфликтами, понимать и проявлять сочувствие к другим, устанавливать и поддерживать позитивные отношения, следовать этике, вносить конструктивный вклад в их референтные сообщества и устанавливать цели и достигать их»  (цитата).",1
(цитата);,1
"Если угол между направлением импульса падающего электрона Ро и волновым вектором k (о - угол скольжения падающего электрона), то условие Вульфа-Брэгга имеет вид вероятности кластера.; где ΔG(n) - работа по образованию кластера размером n , равная изменению термодинамического потенциала Гиббса при образовании в растворе кластера из n мономеров. где Δμ - разность химических потенциалов свободного мономера в растворе и мономера в составе кластера, σ - поверхностное натяжение, r0 - радиус мономера. где концентрация мономеров в растворе, а ceq - концентрация мономеров в растворе при равновесном сосуществовании обеих фаз. где D - коэффициент диффузии частиц в растворе. где c0 - концентрация раствора.""",1
"Сплавы этой серии представляют собой новое четвертое поколение супермагнитов, широко используемых в технологиях прецизионных навигационных приборов и устройствах спинтроники""",1
"Дорзальное субмаргиналыюе ребро хорошо развито и пересекается штрихами, между штрихами и в нижнем вентральном углу чешуйки располагаются поры.",0
"Флаг 8-12 мм дл., пластинка его широкояйцевидная, неглубоко выемчатая длиннее ноготка (рис. 1).",0
"Нектарники парные: адаксиальный двулопастный, 1-1.2 мм длиной, абаксиальный цельный, более короткий.",0
"В этом плане коммуникация представляет собой повседневный, обыденный процесс, участниками которого -наряду с нами - становятся любые объекты;",1
"Имаго, самец.",0
"Крылья прозрачные, без рисунка, с двуцветным жилкованием - практически все продольные и поперечные жилки бурые со светлыми промежутками: лишь СиР+1А переднего крыла целиком черная.",0
Лоб и щеки слегка выпуклые.,0
Костальная жилка заходит за вершину R4 + 5 на 40-48 мкм.,0
"Макроскопически в штуфах минерал непрозрачен, в шлифах - иногда прозрачный; обладает от стеклянного до жирного блеском и слабой спайностью по (010), хрупок.",0
Некоторые кристаллы полисинтетически сдвоиникованы по (100); компоненты двойника связаны матрицей перехода.,0
На переднем конце тела до уровня заднего конца фаринкса кольца кутикулы орнаментированы поперечными рядами палочковидных мелких склероций.,0
"Плоды эллипсоидальные, 13-18 мм дл. и 11-12 мм шир., при основании железистые.",0
"По наружному краю гипопигий (рис. 2, /) в крепких длинных щетинках и мелких по внутреннему вентральному краю.",0
Соматические щетинки не обнаружены.,0
Вершина R4 + 5 находится дистальнее вершины М3 + 4.,0
"Спайность несовершенная, базальная; отдельность не наблюдается.",0
"Иногда щеки с узкой темной полоской вдоль заднего края, а окраска переднеспинки может быть почти как у Ph. malawi; имеются также мелкие вариации в числе жилок и их ветвей в дорсальном поле надкрылий.Самка.",0
Пирамидальных окончаний кристаллов не наблюдалось.,0
"Прицветники лопатчатые, с расширенным основанием, до 1.5 мм дл., равны или чуть короче цветоножек, негусто черноволосистые.",0
На препаратах длина передней шпоры составляет не менее половины задней.,0
"Из темпоральных щетинок головы присутствуют 5-6 наружных вертикальных, 1 внутренняя вертикальная и 3 посторбитальные.",0
"Даже сама идея хроногеометрии о времени как о четвертом измерении пространства - времени; формы пространства и времени, будучи абсолютными условиями бытия; представление о временной последовательности одноместных событий как односторонней причинно-следственной связи; биологическое время остается организменным понятием; организменное время следует считать физическим временем.",1
"2. Большинство щетинок простые, некоторые наружные (на ногах I, П), внутренние (на ногах 111, IV) и дорсальные - широкие, вогнуто-листовидные, округлые дистально и трубчатые у основания.",0
Описание.,0
"Трихоботрии (55, 168-176) гребенчатые, с 7 длинными щетинками.",0
"Л. Долежел среди основных параметров текста называет мотив (motif) - главное содержание, которое проходит в разных формах через весь текст (произведение).",1
Излом ступенчатый.,0
"«История промышленности,- как отмечал Маркс,- и возникшее предметное бытие промышленности являются раскрытой книгой человеческих сущностных сил, чувственно представшей перед нами человеческой психологией» (цитата);",1
"Аногенитальная область (рис. 1, 2;",0
"ТФ может проявить себя как некое резонансное состояние, распадающееся на электрон-позитронную пару.",1
"Тело светло-зеленое, сочленения усиков светло-коричневые, глаза красные.",0
"У диплоидных (полиплоидных) организмов, клетки которых содержат по одному (несколько) набору хромосом каждого из родителей, одинаковые хромосомы получили название гомологичных хромосом, или гомологов.",1
"Блеск минерала стеклянный, черта белая.",0
"Мезо- и метаплевры блестящие, в тонких поперечных морщинках.",0
Скутум в длинных крепких дорзальных и более мелких акростихальных щетинках.,0
В проходящем свете зерна прозрачны.,0
"Усиковые бугры сравнительно высокие, расходящиеся, срединный лобный бугор слабо намечен.",0
Главная габитусная форма кристаллов - пинакоид {001 {.,0
"Генеративные побеги до 2 см длиной, с 2-6 мелкими листьями; оси соцветий густо-волосисто-опушенные.",0
"Чешуи яйцевидные или узкояйцевидные, 3.5 X 1.7 мм.",0
"По парагенезису и данным природного образования толбачита CuCl2 (Effcnberger, 1988) и эвхло- рина, температурный интервал устойчивости ламмсрита-p составляет 400-650 °С.",0
"В случае разреженных сред под пондеромоторными силами часто понимаются усредненные повремени силы, действующие на отдельный электрон в пространственно-неоднородном электромагнитном поле.",1
Наше ощущение времени как независимой от Бога беспредельной протяженности; а центром Земли служит гроб Господень.,1
"Дело в том, что для самого субъекта осознание и достижение им конкретных целей, овладение средствами и операциями действия есть способ утверждения его жизни, удовлетворения и развития его материальных и духовных потребностей, опредмеченных и трансформированных в мотивах его деятельности. .личностный смысл – это всегда смысл чего-то: """"чистый"""", непредметный смысл есть такая же бессмыслица, как и непредметное существо.",1
"V ′ - псевдовекторное представление пространственной группы, знак ⊗ означает прямое произведение матриц. базисной функцией является Lz -компонента вектора антиферромагнетизма, равная разности проекции спинов атомов 1 и 2 на ось z.",1
"Несколько неформально модуль развития может определяться как подсистема, проявляющая некоторое относительно автономное поведение (von Dassow, Munro, 1999). морфологическая модульность может рассматриваться также как аспект модульности развития (Eble, 2005).",1
"Под дискурсивным мышлением мы будем понимать особый вид вербального мышления, обслуживающего процессы порождения и смыслового восприятия дискурсов.",1
"Деятельность человека и составляет субстанцию его сознания. субъект выступает лишь как некая абстрактная, психологически """"не наполненная"""" целостность.",1
"Созна­ние и личность рассматриваются как продукты и как “мо­менты”, стороны деятельности.",1
"Голова плоская, опистогнатическая, с выпуклым лбом, черная с тонким светлым рисунком - светло-бурыми (у части особей белыми) подантеннальными кольцами, полосками глазного канта и окантовкой наличника.",0
"""темный фотон (ТФ) A′ - массивный векторный бозон, который может смешиваться с обычным фотоном посредством «кинетического смешивания».",1
"Таким представлением и является «деятельностное» представление глобальной речи, трактовка ее как определенного вида деятельности, а именно как речевой деятельности. психика есть функция, свойство человека как материального, телесного существа, обладающего определенной физической организацией, мозгом.",1
В тесном срастании с ним часто,0
"Системой можно назвать только такой комплекс избирательно вовлеченных компонентов, у которых взаимодействие и взаимоотношения принимают характер взаимоСОдействия компонентов на получение фокусированного полезного результата.",1
"Плотность, измеренная методом уравновешивания в тяжелых жидкостях, составляет 2.88(3), вычисленная из структурных данных - 2.94 г/см3.",0
2. 9-13).,0
"Самец (3.5 мм), черный, с длинными черными щетинками тела.",0
"Так, А.А. Потебня (1976, с. 302), который термином «представление значения» называет то, что у нас именуется «мотивировкой»;",1
"Нотогастр (рис. 1, 1,2) округлой формы.",0
"Цветоносы равны или немного длиннее листьев, опушены белыми прижатыми мелкими волосками, очень часто с примесью, иногда значительной, черных волосков.",0
"В основании стебель несет светлые бледно-зеленые или слабо охристо-окрашенные чешуевидные листья, верхний из которых с трехгранной внизу и плоской вверху узкой пластинкой до 10-12 см дл.",0
Шпиц в 3.6-4.6 раза длиннее основания 6-го членика.,0
(цитата);,1
"Плотность, вычисленная из эмпирической фор мулы и параметров элементарной ячейки, равна 2.667 г/см3.",0
"Дисперсия оптических осей заметная, г > v.",0
На щитке 9 щетинок.,0
"Тело 3.16, усики 3.04-3.10, в том числе третий членик 0.84-0.85, четвертый членик 0.55-0.56. пятый членик 0.51-0.53, шестой членик 0.88-0.91 (0.17-0.18 -I- 0.71-0.73), трубочки 0.67-0.74, хвостик 0.38, последний членик хоботка 0.15, второй членик задней лапки 0.17.",0
"Плоды голые, яйцевидные, слегка сжатые с боков, карпофор двураздельный, комиссура узкая.",0
"""любое функциональное состояние является результатом включения мозга в конкретную деятельность, в ходе которой оно активно преобразуется, обусловливая успешность реализации этой деятельности.",1
Id).,0
"Блеск стеклянный, излом неровный.",0
"Смысл жизни как ответственность за ее осуществление, за ее способ связан с потребностью и способностью самостоятельно, на свой страх и риск, строить и осуществлять ее.",1
Кустарник до 1.5 метров высотой.,0
"Ноги длинные со слабо головчатыми волосками, на 1-м членике лапок 5, 5, 5 волосков.",0
"«Письмо - это не язык, но всего лишь способ фиксации языка с помощью видимых знаков» (из цитаты);",1
Минерал не люминесцирует в ультрафиолетовых лучах.,0
"Сам принцип детерминизма может быть рассмотрен как форма редукции неопределенности. кризис можно рассматриватькак отрефлексированный вызов, задающий необходимость его преодоления.",1
"В отличие от ламмсрита, встречающегося в виде хорошо ограненных кристаллов темно-бирюзового цвета (Филатов и др., 1984), для Р-модификации ограненные кристаллы нехарактерны.",0
Сознание существует только в обществе и в этом плане выступает как системное качество.,1
"Голова заметно шире груди (53 : 43), значительно шире брюшка (53 : 40), поперечная.",0
"Волокнистые трахеиды со средней толщиной стенок 3.2-3.4 мкм, несущие поры со слабо заметным или неразличимым окаймлением (обр. 260, табл.",0
"Растения многолетние, поликарпические, почти голые, с вертикальным тонким корневищем, с каудексом, цельным или немного ветвистым.",0
"Ими создается то, что называют генетическим единством органического мира во времени.",1
"Пронотум темно-бурый, без пятен, передние утл ы осветлены.",0
"По его мнению, «язык, слово - это почти всё в человеческой жизни» (из цитаты);",1
"Растение многолетнее, поликарпическое, темно-зеленое, голое.",0
"Далее, не всякое общение является непосредственной реализацией именно и только общественных отношений.",1
"Длина лежачих лучевых клеток на радиальном срезе в 2-2.5 раза превышает их высоту (обр. 260, табл.",0
Спиннерета в форме узкого продолговатого конуса длиной 4-5 мкм.,0
"Это особые смысловые отношения, их членами являются лишь целые высказывания, за которыми стоят и в которых выражают себя реальные или потенциальные речевые субъекты.",1
"Крылья обратноланцетные, продолговато-обратнояйцевидные, на верхушке округлые, 9-13, 2.5-4 мм длиной.",0
Передние медиальные глаза в два раза мельче задних; сближены (расстояние между глазами меньше диаметра глаз).,0
"Лепестки белые, 1.3-1.5 мм дл., обратнояйцевидные, почти цельные, без ноготка, с узкой загнутой внутрь верхушкой, с одиночным секреторным канальцем, при плодах долго сохраняющиеся.",0
"Усики шести- члениковые, составляют 0.9-1.0 длины тела.",0
"Текст - это сообщение, объективированное в виде письменного доку- мента, литературно обработанное в соответствии с типом этого документа, состоящее из ряда особых единств, объединенных разными типами лекси- ческой, грамматической и логической связи, и имеющее определенный мо- дальный характер и прагматическую установку.",1
"Общая окраска тела желтоватая с фиолетово-коричневым пигментом вокруг глаз, глазков, усиков, на лбу, по бокам клипеуса, на верхней и нижней губе, верхних и нижних челюстях, щупиках, усиках, ногах, в основаниях нерок, каудального филамента и на последнем сегменте брюшка.",0
"Цветки желтые, с пыльцой.",0
Плотность 1.91(2) г/см3 (определена гидростатическим методом в водном растворе Клернчн с п = 1.,0
Экзокарп из мелких клеток.,0
В рамках этой аксиоматики жизнь можно определить как целесообразное самодвижение или самопокой.,1
"I, /, 2) или с короткими клювиками, расположенными чаще с одного конца членика.",0
Проксимальный край чешуйки асимметричный.,0
"Макроскопически давинчиит - минерал тсмно-сирснсвого цвета, в тонких сколах и под микроскопом бледно-сирснсвый.",0
"Строение тела со следующими особенностями: надкрылья (рис. 1,5) более длинные, чем у предыдущих видов, существенно заходят за вершины анальной и генитальной пластинок (длина надкрылий приблизительно в 2.3 раза больше максимальной ширины их дорсального поля), содержат в дорсальном поле 7-8 продольных жилок, многие из которых двуветвистые, а некоторые - трехветвистые (в медиальной части дорсального поля их ветви несколько скошенные, а в остальной части - почти параллельные и довольно густые); боковое поле надкрылий похоже на таковое Ph. malawi: поперечное жилкование надкрылий почти не развито; остальные части тела (кроме гениталий) также похожи на таковые Ph. malawi и Ph. boldyrevi, но анальная пластинка более сходна с таковой Ph. boldyrevi, а генитальная - промежуточная между таковыми этих видов по форме; гениталии (рис. 2, 5;",0
Ниже будет дана более подробная аргументация этого понятия.,1
Однако прекращение борьбы за существование и вызываемого ею отбора приспособленных означало бы прекращение жизни как особого способа существовании материи.,1
"Встречаются поры угловатые, квадратные с округлыми углами и заостренно-вытянутые.",0
Длина 2.08 мм.,0
"Растение 10-25 см выс., с многоглавым корнем.",0
"1,1).",0
"Листья 2-9 см длиной и 1.5-5 см шириной, овальные, продолговатоовальные или продолговато-обратноланцетные, острые или короткозаостренные, в основании ширококлиновидные или округлые, пильчатые, с расставленными мелкими согнутыми зубцами или почти цельнокрайные, слегка подвернутые, плотные (жестковатые в сухом состоянии), от рассеянно-волосистых до более или менее густо опушенных, сверху ярко-зеленые, лоснящиеся, снизу сизые, со слабо выступающими боковыми жилками.",0
Явления наследования и размножения - одна из сторон жизнедеятельности; предок и потомок - не взаимосвязанные объекты;,1
"Универсально-предметный код – это язык, который, по словам Жинкина, «может быть охарактеризован некоторыми общими чертами» (из цитаты);",1
"Многолетнее растение до 30 см высотой, с тонким от 2 до 5 мм в диаметре длинным стержневым корнем.",0
Модус текста – это аккорды модуса в пространстве текста звучащие уже как мелодия;,1
"Задние бедра и голени утолщены на вершине (рис. 1,3-5), задние бедра также резко сужены в основании, а задние голени постепенно расширяется от основания к вершине.",0
"1, их обозначения - в табл.",0
"Не вполне зрелые семянки желтовато-бурые, расширенная часть их 3-3.5 мм дл., в верхней части мелко шиповатые; пирамидка около 0.6 мм дл., довольно постепенно переходящая в носик 2.5-3 мм дл.",0
"Автосплайсинг – процесс вырезания интронов из пре­РНК без участия белков.""",1
"Ноги (рис. 3, 1-4).",0
"Хелицеры (303-315) с двумя щетинками: chb (77-86) простые, слабо опушенные; cha (8-12) шиловидные, гладкие.",0
"Угол 2V, оцененный по кривизне балки в разрезе, перпендикулярном оптической оси, составляет 45(10)°, 2ИВЫЧ = 55°.",0
В задней части клетки обнаружены только субмембранные микротрубочки (рис. 45).,0
"Подстолбия короткоконические; стилодии до 0.5-0.7 мм дл., толстоватые, отклоненные.",0
"В отличие от мотивов, которые в психологии рассматриваются как выражение потребностей, смысл - это не только стремление к чему-то, не только будущая цель, определяемая мотивом, но и то переживание, которое имеет место в процессе реализации данного мотива (или их совокупности).",1
"Это - некоторая целостная установка, объединяющая эпизоды умственной жизни индивида.",1
"I, 3).",0
"Прицветники линейные или линейно-ланцетные, 4-6 мм длиной, опушенные длинными курчавыми нежелезистыми и короткими железистыми волосками.",0
"На электромагнитных сепараторах минерал отделяется в магнитную фракцию при средне-сильном токе, но простыми магнитами не притягивается.",0
"Плоды с трудом распадаются на 2 мерикарпия, колонка цельная.",0
Хрупкий.,0
"Структура створки из локулярных ареол, локулы цилиндрические, с наружным сплошным велумом, крибральные поры которого расположены свободно, и мелкими фораменами на внутренней поверхности.",0
"Мы уже видели, что для Бахтина взаимосвязи между репликами реального диалога (беседы, дискуссии и т.д.) являются наиболее наглядным и простым видом диалогических отношений.",1
"Глаза в густом темном опушении, сближены на значительном протяжении.",0
"Мутация – наследуемое изменение генетического материала, не сводимое к характеристикам генетического материала (генотипа) родителей.",1
Под размером тени будем понимать ее диаметр вдоль оси вращения. точкой обзора является угол наклонения.,1
"В чешуйках воротника ретикулум занимает более половины поверхности щита и состоит из угловатых ячей, каждая ячея включает одну пору.",0
"Два вершинных членика щупиков цилиндрические, вершинный в 1.5 раза длиннее предшествующего.",0
Минералогия.,0
"«Индивид как собственник содержаний своего сознания, как автор своих мыслей, как ответственная за свои мысли и желания личность, такой индивид является чистым социально- идеологическим явлением» .",1
"Эволюционный модуль может быть определен на языке отображений генотип–фенотип (genotype–phenotype mapping) как набор фенотипических признаков, высокоинтегрированных фенотипическими эффектами определяющих их генов и относительно изолированных от других подобных множеств признаков за счет незначительности плейотропных эффектов (Wagner, Altenberg, 1996).""",1
"Общественные идеи, взгляды, настроения и т. п. - это не нечто «витающее» над людьми, а формирующиеся в процессе развития общества идеи, взгляды, настроения конкретных людей, живущих и действующих в конкретных исторических условиях.""",1
Усики монохромные.,0
Загиб пологий.,0
"Из самого выражения «управляющая система» следует, что она уже сама является полноценной системой, несмотря на то что управляемый объект находится вне ее.",1
Агрегаты состоят из очень мелких удлиненных пластинчатых кристаллов объединенных в параллельные или расходящиеся пучки (рис. 2).,0
"«Труд,- писал Маркс,- есть прежде всего процесс, совершающийся между человеком и природой, процесс, в котором человек своей собственной деятельностью опосредствует, регулирует и контролирует обмен веществ между собой и природой» (цитата);",1
"Это - мирское и сакральное время. зарождение в организме жизни есть и начало смерти; это иное, нежели в раю, земное, время. представление о времени как  соединение дления и течения;",1
"Спикулы сравн тельно крупные и широкие, 1зентрально изогн ты, их длина в 1.3-1.5 раза превышает диаметр т ла в области клоаки.",0
"Выделения большей частью имеют осколочный вид, уплощены, облик призматический, вдоль удлинения характерна частая штриховка, цвет бутылочно-зеленый от бледного до темного, блеск стеклянный.",0
"Модус – в отвлечении от того, каких методико- терминологических принципов придерживаются авторы, – к настоящему моменту признан образующим текст как знаковую систему, регулярно и облигаторно выражающую коммуникативно- прагматические смыслы, как на оси «автор-читатель», так и на оси «автор-текст».",1
Твердость по шкале Мооса рав на 7.,0
Третий параметр стилистического анализа авторского начала – его удельный вес в тексте.,1
"Грудь на всем протяжении черная, лишь плечевые бугорки коричневые.",0
"Плоды 6-8 мм длиной, яйцевидно-веретеновидные, светло-коричневые, рыхло войлочно опушенные, на опушенных ножках 0.5-1 мм длиной (рис. 1, смотри вклейку).",0
"При этом представители, например, психоаналитического направления толкуют сознательное как результат превращения бессознательного в процедурах психотерапии (когда «анализанд» приходит к такому же пониманию своего состояния, которое раскрывается «аналистом»).",1
"Классический пример – изменчивость (разнообразие) химических элементов есть результат комбинаторики элементарных частиц, воплощенных в Периодической системе элементов Д.И. Менделеева.",1
Твердость 5 по шкале Мооса.,0
"Кубитоанальное поле переднего крыла однорядное, без добавочных поперечных жилок, лишь между 2А и ЗА имеется замкнутая пятиугольная ячейка.",0
"Сред неси инка с парапсидальными бороздами, достигающими Уг ее длины, с грубоячеистой скульптурой.",0
Венчик белый или синевато-белый с фиолетовым пятном на верхушке лодочки.,0
"Край створки узкий бесструктурный, отогнутый.",0
Эту совокупность мы именуем лексическим фоном.,1
"Терминус хвоста гладкий, без кутикуляций колец.",0
"Максиллы серо-желтые, продольные, шагренированы как хелицеры, с беловатой вершиной.",0
"Углубление под передним глазком небольшое, с ячеистой скульптурой.",0
Темя с поперечным килем.,0
Обломки его кристаллов обнаружены только в самых ранних пробах отбора (первые 5 лет после окончания извержения).,0
Длина головогруди 1.0. ширина 0.9 мм.,0
"Пыльники овальные, 0.7 мм длиной, желтые.",0
"I, 3).",0
"Между парапсидальными бороздами расположены продольные, прерывистые морщинки.",0
Сама природа была богодарованной природой.,1
При сгруктурном исследовании минерала обнаружено микродвойникование (см. ниже).,0
Эпимеральная формула 3-1-3-4.,0
В этом смысле неживая природа доля классической физики - аддитивное целое.,1
"Ведь психика – это не просто система, а суперпозиция, т.е. взаимоналожение разноуровневых систем – феноменологической, социальной, психофизиологической и др.»",1
Жизнь небесная - непреходящее бытие души;,1
Угол угасания составляет около 4-5° относительно удлинения кписталла 1т. е. относительно Г10011.,0
В воде не растворяется; дает реакцию на фосфор с (NH^MoCH после растворения в HNO3.,0
"Плотность ванадиопаргасита, измеренная уравновешиванием в жидкости Клеричи путем постепенного разбавления, составила 3.05±0.05 г/см3, рентгеновская плотность - 3.112 г/см3.",0
"Древесинные лучи многочисленные, слабогетерогенные и гетерогенные, одно-трехрядные от 2 до 20 (26) клеток выс., преобладают двурядные лучи.",0
"Контекст - не что иное, как наше окружение;",1
Под микроскопом он бесцветен.,0
"Блеск отдельных пластинок стеклянный, корки матовые.",0
"В нерелятивистском приближении пондеромоторная сила, действующая на отдельный электрон, оказывается направленной вдоль градиента средней интенсивности поля и поэтому часто называется градиентной силой. и по этой причине другое часто используемое название (особенно в физике плазмы) - это «сила Гапонова-Миллера».  где  - векторный потенциал поля, E:o(r) и w - амплитуда его напряженности и частота, горизонтальная черта обозначает усреднение по периоду поля. где - напряженности электрического и магнитного полей; где, р - импульс электрона, v - его скорость, энергия; где At - коэффициенты разложения, являющиеся произвольными функциями трехмерного волнового вектора k, а (.c)k = clkl - частота, соответствующая волновому вектору k. где - ширина спектра,  средняя частота излучения.",1
"Минерал представлен белыми плотными мелоподобными агрегатами размером до 3 см (рис. 1) в крупных пустотах или сростками волокнистых кристалликов, чаще расположенных в мелких пустотах среди грейзенов.",0
"Членики сосудов тонкостенные с толщиной оболочек 1.8-2.5 мкм, цилиндрические, 100-190 мкм дл. и 15-18 мкм в диам., без клювиков (обр. 260, табл.",0
"От заднего конца пищевода до переднего отдела хвоста кутикула имеет узкие латеральные продольные гребни, составленные из продолговатых склероций, расположенных лате- рально на каждом кольце кутикулы.",0
Психика человека формируется как своего рода единство физиологических предпосылок и социальных средств.,1
"Для представления Γ2 такой базисной функцией является компонента Mz вектора суммарного магнитного момента S1z + S2z . где L - орбитальный момент, ML - его проекции на ось z, κ - другие квантовые индексы. где C(φ) - оператор поворота вокруг некоторой оси, 1 - пространственная инверсия.",1
Коммуникация - это линия под напряжением.,1
Остальные тергиты с ячеистой сглаженной скульптурой.,0
"2А простая, редко разветвленная, ЗА имеет 3-4 ветви.",0
"Стебли приподнимающиеся или распростертые, в нижней части слабо опушены короткими, простыми, прижатыми, белыми волосками, в молодом возрасте очень часто с примесью черных волосков (рис. 1).",0
Невысокий кустарник 50-100 см выс.,0
"Плотность, определенная микрообъемным методом, равна 2.82(2) г/см3, а вычисленная для эмпирической формулы - 2.848 г/см3.",0
"В первом приближении можно предположить, что изменчивость, наблюдаемая на данном уровне организации (материи), есть результат комбинаторики элементов разнообразия предшествующего, более низкого (предыдущего) уровня организации.",1
Описание.,0
Зубцы чашечки отсутствуют.,0
"Шипы немного согнутые и сжатые с боков, с овальным основанием или отсутствуют.",0
Описание.,0
Отношение длины тела к длине крыла 1.51.,0
"Пресекторальное поле переднего крыла с 5-8 поперечными жилками (обычно 6- 7), заднего крыла - с 4-7.",0
"Стебли 15-40 см выс., в подземной части утонченные, в поперечном сечении округлые, тонкие, 1-1.5 мм в диам., выполненные, в верхней части тонко ребристые, от основания почти щитковидно ветвящиеся со слегка дуговидно отогнутыми ветвями.",0
Спайность или отдельность не выражены.,0
"Семена гладкие, светло-коричневые.",0
"Щупики черные, их 1-й членик с 3 щетинками и слабым сенсорным полем, 2-й короткий, 3-й - узкий и длинный (рис. 2, 6).",0
"Естественно, что условия жизни - это, прежде всего, другие люди, поэтому потребность в понимании, в признании непосредственно связана с первой, составляет ее (более или менее) самостоятельную сторону.",1
"Как уже отмечалось, идеальное является не индивидуально- психологическим, а общественно-историческим фактом. что оно  (идеальное) является общественно-историческим продуктом;",1
"Процесс деятельности выступает и как про­цесс активного вмешательства субъекта в мир вещей, и как процесс отражения предметного мира в сознании.",1
"Цвет в образцах и зернах под бинокуляром ярко-зеленый до изумрудно-зеленого, но порошок бледно-зеленый.",0
"Показатели преломления для света с длиной волны 589 нм составляют: Np= 1.708(5), Nm = 1.730(5), Ng = 1.735(5).",0
"Общение, как и деятельность вообще, есть, таким образом, способ и одновременно условие актуализации общественных отношений.",1
Конечные сегменты почти до основания пальчато рассечены.,0
"Тычинок 2, со свободными, волосисто опушенными нитями около 5 мм длиной.",0
Последний членик нижнегубных щупиков веретеновидно утолщен.,0
Это в основном редкие индивиды осколочного облика бутылочно-зеленого цвета.,0
